Date,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16
2006-11-17,32.32073016442034,35.89560045529435,-3.4080370236108326,16.92010274953008,8.897070268718178,5.306508693074681,-14.752822180540582,7.0005929784881955,2.122184192303909,-3.5197472263684015,4.344480312471405,-5.230740820834381,6.938870245809654,0.9970126333844695,2.1411793649581403,4.982380253330885
2006-11-20,23.871598519950457,39.487046412671056,-7.599920157375541,31.14081866300415,6.781337786994321,4.2798552165943935,-18.035515695662568,9.277180118022242,0.46652439303819937,-2.7526682420223376,4.514300589403576,-3.721221015207842,5.697220532924915,2.7729384574490834,2.7378532813663714,4.366741868102255
2006-11-21,26.74599081532771,38.59698254842467,-7.811844757576426,25.698285620473737,7.662695827664329,6.923169580061806,-15.09058268106696,9.548667752575934,5.258722306020139,-3.61064556669894,-1.678663316721087,-5.2780744253096135,4.405119302316499,2.012132211931774,1.7974763151547166,1.822769783666722
2006-11-22,15.42338277653876,26.76795526903969,7.253941196473168,21.10170075163412,6.929427893467583,7.047077453870566,-13.153381598469524,4.1200280103664255,-0.8699988621499745,-1.898450402004336,-2.0386261657679157,-1.194673137823119,3.528246578564674,2.4185870735150914,1.7601067836568463,2.1872219855977213
2006-11-24,16.444489642357183,19.001640003360347,18.88907863030483,21.939335067833632,6.873146317014551,10.689786536874145,-16.685818916540455,1.638880768431563,-3.666567228620306,-1.5694014878618143,-0.24329379789360467,-0.010300015463046087,2.3188722964206785,4.101115378838033,0.0698460869896854,2.988770654204903
2006-11-27,7.145875777474613,10.04159157635922,-10.317637388871779,20.944317949318428,5.546516429029348,7.394655603987707,-4.103419842816041,10.474227234909456,-4.281609275144459,-0.6422403709501965,1.3026718264309534,-1.515481076939285,-1.5630513855135493,1.8945493831019318,-0.26915412478719264,3.0151497872874025
2006-11-28,0.9536843652308501,8.039363836598127,-5.329181199132257,15.637593539803348,7.735234164538637,7.298269752507915,-3.5444285833161073,9.546326138026068,-4.372850962401729,0.5781817427577614,-2.754949652230415,-0.7661223833447897,-0.5368228023814084,2.8051330505404435,5.826310911191847,1.9351494229818755
2006-11-29,-4.28368325855435,0.8623004583714864,4.08786631864422,4.966093365052092,8.068093503512236,10.00255792810888,2.910843858842481,4.327311624183106,-7.488331807134912,1.2513846691531334,-4.536780425150762,0.9565575233688702,1.6615403006440026,4.586119592414802,4.878551750364113,0.5014563129965888
2006-11-30,-2.5180193451818282,-5.882347743676693,3.439886217783435,-1.5031708962594539,11.820448365925255,10.4279189499728,2.1130608997196556,1.7700492857540704,-12.06731585644915,4.6939112757468,-3.798737489224767,0.18157775733116213,-0.3780418090998398,2.1432545772000835,5.896513630326983,1.811762382010224
2006-12-01,3.7023983090545207,-0.6569306991739945,-6.680514928262802,-1.600196717896199,10.990489029793322,8.060723309088548,7.221203443024693,6.458354266442465,-8.29855868782198,13.07054879567562,-7.239215822134323,-10.761497516656478,-1.594039234356111,0.05737164156489162,7.614956353514523,4.592852224429848
