Date,MAX_SHARPE,MAX_RETURN,MIN_VARIANCE,STOCK_MARKET
2013-10-10,0.0,0.0,0.0,0.0
2013-10-11,0.0026243659033611637,-0.046567920497027813,0.0006365315122971436,0.0070142503848682
2013-10-14,0.004813827749740914,0.02180072689181999,-0.00025109453693004393,0.0043868106068654
2013-10-15,0.009778019460289666,0.14822417339635863,0.0005870195004058134,-0.007661622735517
2013-10-16,-0.01631578306361145,-0.23595962090083605,0.0020647510512407548,0.0139279285381084
2013-10-17,-0.0023020267472404253,-0.08644039242349007,0.0019355335954142436,0.0073346957195656
2013-10-18,0.0005722596029023811,-0.032941039681583364,0.0021429973775127153,0.0070618922955612
2013-10-21,0.0006315166753620514,0.009088469503794416,-0.0007321889650221301,-0.0005495560350308
2013-10-22,0.006324200840470709,0.012778159806104592,0.00396751169172438,0.0057040244428545
2013-10-23,-0.002780165423450805,0.00665474803025322,-0.001323840746399399,-0.0047144197217781
2013-10-24,-0.0013977270628616652,-0.016423307037915457,0.00010062591431961971,0.0038390692114385
2013-10-25,0.0006193023714027364,-0.008304561780910337,0.0008345194019672868,0.0036064147479342
2013-10-28,0.004627391880056816,0.016577166869575926,0.00016855690358873838,0.0007630929811739
2013-10-29,0.0048303732648992325,0.0074545794151389825,0.0019130336772371745,0.0050019280286948
2013-10-30,0.0006265545900081227,0.017620008050533247,-0.002105168662706914,-0.0058741244704414
2013-10-31,-0.0007442151751274751,0.007235630383990109,-0.0005285270024952807,-0.0029500027370188
2013-11-01,-0.0084506382116494,-0.03459242100889684,-0.002583679241601746,0.0013121204128383
2013-11-04,-0.0036061529666430187,-0.02654026036984102,0.0010216958022257645,0.0045790097966813
2013-11-05,0.003920924149959544,0.02578405529918521,-0.002443814011375527,-0.0029411274725008
2013-11-06,-0.009500536132788246,-0.04598849013290912,0.0008402851161410752,0.0026149056690352
2013-11-07,0.01316635999044052,0.09276184859156578,-0.00029369595180756556,-0.0133641001663962
2013-11-08,-0.010219024555722205,-0.0749085983487862,-0.0036881516777158606,0.0132554681954832
2013-11-11,-0.0061372962682561495,-0.02891715376020841,-0.0008033139787483657,0.0006524080663856
2013-11-12,0.00392696070846855,0.022727670026284615,-0.00034226242666135964,-0.0015236763110104
2013-11-13,-0.0001554243134236511,-0.02351017288940969,0.0032408283338081273,0.0084599498828152
2013-11-14,0.0004923179774767267,-0.011959208302766165,0.0031354445922428067,0.0047411400356507
2013-11-15,-0.001042833252326352,-0.014564319893245381,0.0007135283459353372,0.0043973363030245
2013-11-18,0.01484262889082395,0.07156973192512016,0.0017676560248030384,-0.0047199941597098
2013-11-19,0.003512849609838083,0.02175908470974494,-0.002278193632796012,-0.0029073370877865
2013-11-20,-0.0019981975547833505,0.0007267955609916303,-0.002737724277563266,-0.0031325628987248
2013-11-21,-0.006941089029300565,-0.05641860040585591,0.0017074185594422653,0.008939102197047
2013-11-22,-0.004207147396400072,-0.031888971849654474,0.0014788358629282366,0.0049194923257545
2013-11-25,0.009726189306329078,0.04207114524083653,0.0010909584177301542,-0.0010675673783238
2013-11-26,0.0009169482318916917,0.0015547696648424703,0.0003927873251922224,0.0009608619123975
2013-11-27,0.0050613740729890605,0.013116143405777044,0.0011461567346644985,0.0028766706081917
2013-11-29,0.012618513682462163,0.053672673783774744,0.0009960210450686334,-0.0013840234830784
2013-12-02,0.0077709978997311845,0.0377230042266595,-0.0026623453506104235,-0.0021332164762402
2013-12-03,0.003265559013111236,0.022099613823823326,0.000721685801314998,-0.0038509821640113
2013-12-04,0.0013729788430181925,0.010183282911285384,-0.0020587364942469552,-0.0013942660765486
2013-12-05,0.0036233044753990907,0.02533982724844637,-0.0017968970263061356,-0.0029021230663826
2013-12-06,-0.012848264426462036,-0.0887926188609797,0.0016944814680181649,0.0102805877831828
2013-12-09,-0.003553341741686031,-0.021842479911984486,0.0008750796586834348,0.0022348014920625
2013-12-10,0.005219375740784621,0.030457400722638785,0.0011813143871504377,-0.0033005978188738
2013-12-11,0.016713258491841985,0.10238609008120934,-0.0017798335504396947,-0.0124491174778764
2013-12-12,-0.00018759146415725817,0.007681245400662935,-0.0015918394203286897,-0.0018379156391095
2013-12-13,0.002683731532004448,0.013949393272880728,0.0005374990793439428,0.000324746008431
2013-12-16,0.008338331590792915,0.016894727010708044,0.00225034393892999,0.007005560495366
2013-12-17,-7.546840288317081e-05,0.011061439474591924,0.000834980020766669,-0.0030119203627556
2013-12-18,-0.020962231163642875,-0.1596384954214931,-0.0002050850542046766,0.0160297924205954
2013-12-19,0.0039512980892184735,0.024837659438725058,-0.0010703796976575895,-0.0013795147948298
2013-12-20,-0.0012761211933320768,-0.025575920616237487,0.00222093398500517,0.006636956052537
2013-12-23,-0.008910966839670784,-0.055537433102777804,-0.00021825934482659908,0.0059192580650249
2013-12-24,-0.008471430880974535,-0.043610076955702175,-0.001260545896988407,0.0027362122211638
2013-12-26,-6.911422476450898e-05,-0.012007323109808255,0.00030170824383335827,0.0047182805009171
2013-12-27,0.0024326223469889182,0.010428408463950219,0.00037821291697346586,-0.0006282812445048
2013-12-30,0.02164519998640147,0.08411940452639811,0.0020986071077088563,0.0003142374105129
2013-12-31,0.0051042038411537195,0.011671737901780903,0.00020957267894065345,0.0036557685166034
2014-01-02,0.002066090810397759,0.03622903897435249,-0.0010202527270848079,-0.0087959818653429
2014-01-03,-0.008714542933634824,-0.03339276407119959,-0.0005058413647689331,-0.0002105284955034
