Date,MAX_SHARPE,MAX_RETURN,MIN_VARIANCE,STOCK_MARKET
2013-10-10,0.0,0.0,0.0,0.0
2013-10-11,0.0005636903153465746,-0.04721369272484271,0.00020923104204238633,0.0070142503848682
2013-10-14,-0.0016904248127925694,0.022020356770102164,-0.0006218679275189979,0.0043868106068654
2013-10-15,-0.0006762333814914641,0.1494280264776585,0.0011286846283322346,-0.007661622735517
2013-10-16,0.004575511276934594,-0.23785465002291548,0.0014221875320044744,0.0139279285381084
2013-10-17,0.0029208703470283135,-0.08732046568868501,0.001552011922601167,0.0073346957195656
2013-10-18,0.001825521331113391,-0.03318551794381502,0.0018726036128739422,0.0070618922955612
2013-10-21,-0.0009177608041841313,0.00916036072560097,-0.000747761893055452,-0.0005495560350308
2013-10-22,0.003585855202513787,0.012835214164011519,0.0038143177361211205,0.0057040244428545
2013-10-23,-0.0004066461940948176,0.006729008739186025,-0.001183078630449744,-0.0047144197217781
2013-10-24,-0.0002482161198877719,-0.016529322085455628,-9.64113011559503e-05,0.0038390692114385
2013-10-25,0.0004640759795589989,-0.008368223559514184,0.000711040794447093,0.0036064147479342
2013-10-28,-0.0004276161368543701,0.016667072360240398,0.00012164804415186876,0.0007630929811739
2013-10-29,0.001313119925648012,0.00748502197788473,0.0016694348355747778,0.0050019280286948
2013-10-30,-0.0019682835394693745,0.01773880777351324,-0.0018662384479784916,-0.0058741244704414
2013-10-31,3.782656724610922e-06,0.007299330415844697,-0.00043227924186290876,-0.0029500027370188
2013-11-01,-0.0023092565200464477,-0.03477970019061861,-0.0028198294930752545,0.0013121204128383
2013-11-04,0.001126669463680294,-0.026708907560809764,0.0008256403686225111,0.0045790097966813
2013-11-05,-0.00297913966561144,0.025955666449545417,-0.002467663731581496,-0.0029411274725008
2013-11-06,0.0016138386842385936,-0.04626888248405638,0.0008609889057628523,0.0026149056690352
2013-11-07,0.0003354634426012886,0.09337099460086389,0.00032724791230074246,-0.0133641001663962
2013-11-08,-0.005686580329933121,-0.07538071316299837,-0.004626844284956408,0.0132554681954832
2013-11-11,-0.0005271955010946417,-0.02910153419342516,-0.0007508134419283715,0.0006524080663856
2013-11-12,-0.0004085543383732961,0.02288068008117428,-0.0003133262252927853,-0.0015236763110104
2013-11-13,0.0027892061542345915,-0.023679025446407348,0.002953933480871184,0.0084599498828152
2013-11-14,0.003127674868619267,-0.012053225074621643,0.003066014601693981,0.0047411400356507
2013-11-15,0.0003980280819579828,-0.01465826808497347,0.00048140866292364996,0.0043973363030245
2013-11-18,0.0017608135482660215,0.07199635024761322,0.0020581344241033953,-0.0047199941597098
2013-11-19,-0.002705798930083553,0.021895926013412722,-0.002265698673534903,-0.0029073370877865
2013-11-20,-0.002810907825419788,0.0007464931460314366,-0.002669859770379445,-0.0031325628987248
2013-11-21,0.0012572981413735977,-0.05680727380719157,0.0013824271511623989,0.008939102197047
2013-11-22,0.001501301414303827,-0.0321054554813297,0.0013162852410580645,0.0049194923257545
2013-11-25,0.0006930562139813159,0.042321663429580186,0.0011781635737494768,-0.0010675673783238
2013-11-26,0.00029873339422896986,0.0015625360569016232,0.00036648285739364887,0.0009608619123975
2013-11-27,0.0005355422497015164,0.013183527343575517,0.000975302196647744,0.0028766706081917
2013-11-29,0.00032155049833843636,0.05398614290226009,0.0010558312380581215,-0.0013840234830784
2013-12-02,-0.0037544586450024378,0.037956561018347615,-0.0027883445653595646,-0.0021332164762402
2013-12-03,0.0010690649748270702,0.02223862680233949,0.0010859716656586493,-0.0038509821640113
2013-12-04,-0.002585413822309933,0.010256474085224367,-0.002101842270536394,-0.0013942660765486
2013-12-05,-0.0021805662851875794,0.025521876708721265,-0.0017426805927425965,-0.0029021230663826
2013-12-06,0.001937941935870512,-0.08942566847606355,0.0012502985760820338,0.0102805877831828
2013-12-09,0.0012473648550897956,-0.02199503579088576,0.000798362284580336,0.0022348014920625
2013-12-10,0.0014488774017220323,0.030659341717624643,0.0015256130327757325,-0.0033005978188738
2013-12-11,-0.001906141946235493,0.10305737811678943,-0.001097865443654043,-0.0124491174778764
