Date,MAX_SHARPE,SPY
,0.0,0.0
,-0.047912511322763425,-0.014414723307493396
,-0.04044088430753055,0.0207995391831481
,-0.009662594072459419,0.0424354566522566
,0.03613497772865967,0.0301007784739421
,0.014211811539177728,0.008535767591928898
,0.06703772157689095,0.03867598409294609
,0.08569876314017076,0.007295682985016995
,0.02451992398211634,-0.0351288818444758
,0.06144633487680809,-0.0182112882984358
,-0.05411974109187904,-0.08569867867079559
,-0.09375450517053845,-0.078305283314698
,-0.058607589563881846,-0.04627707041662079
,-0.07750543497760222,-0.07822986023614209
,0.0041176220184363545,-0.06375412922218879
,0.06032111836351724,-0.05983541667807579
,0.0955082829196312,-0.046568024955764495
,0.10783956457177013,-0.0724593424660283
,0.10592633658558732,-0.09329978882464109
,0.12058193910683752,-0.09101310714536098
,0.11243800636119425,-0.07388021536156998
,0.07202928472757536,-0.059853450651024286
,0.12227592289134115,-0.08144189099090098
,0.16841470431700184,-0.044838621478440276
,0.2155608971421761,-0.05121454409036507
,0.26600743348587763,-0.04513088961070676
,0.2829467609802184,-0.037197909731238356
,0.263786899651633,-0.025020370630767258
,0.21241341843337747,-0.011646232581754354
,0.2749237047227956,-0.028392430054742852
,0.2637448414696206,-0.016889554055988455
,0.3521008720248216,-0.008964397454887356
,0.367029779305815,-0.031991615203882155
,0.3774725149478375,-0.03026206612123246
,0.39395004993334604,-0.04923148683597126
,0.39522606281026834,-0.06282393857416566
,0.39517640510127955,-0.06431292019174326
,0.39080343964774333,-0.08238050416149777
,0.3521246807087759,-0.10715297859262728
,0.3632243495663184,-0.13055324840504737
,0.36932893662410254,-0.14003673512182227
,0.4266284077894734,-0.12911452853620528
,0.43442064540101677,-0.10566974950602238
,0.4113111499146367,-0.12052532722199061
,0.4189017293216765,-0.1307933321262727
,0.461495492154821,-0.0963506988050957
,0.4460431774883339,-0.09503733341856789
,0.4039751151647421,-0.11028356251764748
,0.4098800325331384,-0.11177405831096017
,0.43839291766264,-0.10707518790889207
,0.4473306934581969,-0.11491876150880398
,0.41488011519895784,-0.12203125963839868
,0.3826813559520439,-0.17095204127898458
,0.3373627381704993,-0.1747207014901592
,0.33936056446959356,-0.19975144538063577
,0.21730300719252788,-0.30196539040043574
,0.1264011897605731,-0.4702530005117538
,0.14836902718860906,-0.41241051728140043
,0.10922832486265324,-0.4463595493628709
,0.14962994953828376,-0.4125173916693594
,0.12119412661777196,-0.37741118741440544
,0.10074007025843826,-0.41145144230115827
,0.07563451429596654,-0.440529655677989
,-0.07810559734921146,-0.5526527474664622
,0.04944467927648874,-0.5028694801281184
,0.017791908246676345,-0.5074331334088379
,0.15818642430235647,-0.44239617322494895
,0.10401091733066538,-0.4647315136686017
,0.0824878891116985,-0.4613662437598355
,-0.01345197431250169,-0.4831776290936417
,0.028362399520415305,-0.4426979052395758
,-0.0637434648091385,-0.43794387270778407
,-0.06708607247615711,-0.4779989753135966
,-0.07595384568327651,-0.5560440899869912
,-0.005692025638499909,-0.5181705264039901
,-0.0412434224148335,-0.5283801971999667
,0.010213007776032998,-0.5075908377881813
,-0.065869142978368,-0.5191269867397049
,-0.08458995464135619,-0.5753428161646307
,-0.10905050578949158,-0.5951501995622384
,-0.1685644955460657,-0.6881403986535574
,-0.1719396102338027,-0.7122242854920081
