,Order ID,Order Date,Origin Port,Carrier,TPT,Service Level,Ship ahead day count,Ship Late Day count,Customer,Product ID,Plant Code,Destination Port,Unit quantity,Weight
6154,1447295865.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1699949,PLANT03,PORT09,293,0.5553779904267743
6155,1447369868.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1699949,PLANT03,PORT09,317,0.25632830327389583
6156,1447295867.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1699955,PLANT03,PORT09,319,0.19335480126210638
6157,1447214934.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1699952,PLANT03,PORT09,2531,87.79997089753414
6158,1447163937.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1699952,PLANT03,PORT09,1266,33.8800590160208
6159,1447163355.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1699952,PLANT03,PORT09,5333,199.400295080104
6160,1447207678.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1699952,PLANT03,PORT09,443,6.195849914691495
6161,1447165541.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1699952,PLANT03,PORT09,4285,156.5202360640832
6162,1447207679.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1699948,PLANT03,PORT09,2235,63.98525580272438
6163,1447208238.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1699948,PLANT03,PORT09,2277,62.98525580272438
6164,1447206419.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1699948,PLANT03,PORT09,1279,30.99262790136219
6165,1447208239.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1699948,PLANT03,PORT09,2283,67.98525580272438
6166,1447199033.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1699953,PLANT03,PORT09,2314,69.82442905977172
6167,1447206392.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1699946,PLANT03,PORT09,336,0.9104075018972958
6168,1447219212.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1699946,PLANT03,PORT09,1283,23.958092155191995
6169,1447206391.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1699946,PLANT03,PORT09,373,3.1385100723301513
6170,1447215442.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1699946,PLANT03,PORT09,1234,21.958092155191995
6171,1447383516.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1698898,PLANT03,PORT09,289,0.7494990030364372
6172,1447165018.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1697083,PLANT03,PORT09,905,6.281373491669506
6173,1447365167.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1697083,PLANT03,PORT09,1268,11.180508090226104
6174,1447163360.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1697081,PLANT03,PORT09,302,0.089635493550622
6175,1447178422.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1697081,PLANT03,PORT09,800,4.481774677531099
6176,1447304746.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1697067,PLANT03,PORT09,497,1.3717294179339277
6177,1447167275.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1697067,PLANT03,PORT09,304,0.1396371263765076
6178,1447381734.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1697087,PLANT03,PORT09,329,0.34345328908728306
6179,1447304748.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1697087,PLANT03,PORT09,272,0.20607197345236983
