,Plant Code,Product ID
260,PLANT02,1689551
261,PLANT02,1689780
262,PLANT02,1689781
263,PLANT02,1689782
264,PLANT02,1689783
265,PLANT02,1689784
266,PLANT02,1689785
267,PLANT02,1690100
268,PLANT02,1690614
269,PLANT02,1690616
270,PLANT02,1690619
271,PLANT02,1690621
272,PLANT02,1690627
273,PLANT02,1690628
274,PLANT02,1690630
275,PLANT02,1691546
276,PLANT01,1654431
277,PLANT01,1664406
278,PLANT01,1664416
279,PLANT01,1665542
280,PLANT01,1665863
281,PLANT01,1668786
282,PLANT01,1668787
283,PLANT01,1669095
284,PLANT01,1669096
285,PLANT01,1669098
286,PLANT01,1670651
287,PLANT01,1670657
288,PLANT01,1670726
289,PLANT01,1670729
290,PLANT01,1670832
291,PLANT01,1671082
292,PLANT01,1671768
293,PLANT01,1672483
294,PLANT01,1673316
295,PLANT01,1673317
296,PLANT01,1673344
297,PLANT01,1673352
298,PLANT01,1673354
299,PLANT01,1673604
300,PLANT01,1673716
301,PLANT01,1673790
302,PLANT01,1673860
303,PLANT01,1674378
304,PLANT01,1674380
305,PLANT01,1674382
306,PLANT01,1674384
307,PLANT01,1674493
308,PLANT01,1675998
309,PLANT01,1676003
310,PLANT01,1676009
311,PLANT01,1677163
312,PLANT01,1677199
313,PLANT01,1677614
314,PLANT01,1677617
315,PLANT01,1677618
316,PLANT01,1679087
317,PLANT01,1679938
318,PLANT01,1679943
319,PLANT01,1679944
320,PLANT01,1679945
321,PLANT01,1679946
322,PLANT01,1679947
323,PLANT01,1679948
324,PLANT01,1679950
325,PLANT01,1679951
326,PLANT01,1679953
327,PLANT01,1679954
328,PLANT01,1679956
329,PLANT01,1680434
330,PLANT01,1681129
331,PLANT01,1681136
332,PLANT01,1681374
333,PLANT01,1681378
334,PLANT01,1681468
335,PLANT01,1681812
336,PLANT01,1682502
337,PLANT01,1682593
338,PLANT01,1683107
339,PLANT01,1684271
340,PLANT01,1684524
341,PLANT01,1684756
342,PLANT01,1685009
343,PLANT01,1685010
344,PLANT01,1685011
345,PLANT01,1685012
346,PLANT01,1685825
347,PLANT01,1685828
348,PLANT01,1685832
349,PLANT01,1685834
350,PLANT01,1685835
351,PLANT01,1685836
352,PLANT01,1685837
353,PLANT01,1685841
354,PLANT01,1686001
355,PLANT01,1686002
356,PLANT01,1686505
357,PLANT01,1686705
358,PLANT01,1686707
359,PLANT01,1687195
360,PLANT01,1687416
361,PLANT01,1687417
362,PLANT01,1687418
363,PLANT01,1687419
364,PLANT01,1687420
365,PLANT01,1687421
366,PLANT01,1687422
367,PLANT01,1687423
368,PLANT01,1687424
369,PLANT01,1687425
370,PLANT01,1687660
371,PLANT01,1687669
372,PLANT01,1687670
373,PLANT01,1687671
374,PLANT01,1687707
375,PLANT01,1687708
376,PLANT01,1687892
377,PLANT01,1688043
378,PLANT01,1688547
379,PLANT01,1688877
380,PLANT01,1688880
381,PLANT01,1688881
382,PLANT01,1688885
383,PLANT01,1688954
384,PLANT01,1688955
385,PLANT01,1689617
386,PLANT01,1689888
387,PLANT01,1690013
388,PLANT01,1690123
389,PLANT01,1690144
390,PLANT01,1690152
391,PLANT01,1690153
392,PLANT01,1690155
393,PLANT01,1690176
394,PLANT01,1690265
395,PLANT01,1690267
396,PLANT01,1690271
397,PLANT01,1690273
398,PLANT01,1690372
399,PLANT01,1690374
400,PLANT01,1690487
401,PLANT01,1690488
402,PLANT01,1690489
403,PLANT01,1690490
404,PLANT01,1690491
405,PLANT01,1690492
406,PLANT01,1690493
407,PLANT01,1690529
408,PLANT01,1691889
409,PLANT01,1691893
410,PLANT01,1691901
411,PLANT01,1691906
412,PLANT01,1691937
413,PLANT01,1692222
414,PLANT01,1692223
415,PLANT01,1692224
416,PLANT01,1692225
417,PLANT01,1692226
418,PLANT01,1692679
419,PLANT01,1692852
420,PLANT01,1692863
421,PLANT01,1692867
422,PLANT01,1693065
423,PLANT01,1693525
424,PLANT01,1693527
425,PLANT01,1693529
426,PLANT01,1693530
427,PLANT01,1693531
428,PLANT01,1693534
429,PLANT01,1693535
430,PLANT01,1693536
431,PLANT01,1693538
432,PLANT01,1694555
433,PLANT01,1694556
434,PLANT01,1694557
435,PLANT01,1694558
436,PLANT01,1694559
437,PLANT01,1694560
438,PLANT01,1694561
439,PLANT01,1694562
440,PLANT01,1694564
441,PLANT01,1694565
442,PLANT01,1694566
443,PLANT01,1694568
444,PLANT01,1694604
445,PLANT01,1694674
446,PLANT01,1694789
447,PLANT01,1694791
448,PLANT01,1694845
449,PLANT01,1694911
450,PLANT01,1694913
451,PLANT01,1694984
452,PLANT01,1694985
453,PLANT01,1695622
454,PLANT01,1695660
455,PLANT01,1695766
456,PLANT01,1695927
457,PLANT01,1695932
458,PLANT01,1695934
459,PLANT01,1695974
460,PLANT01,1696549
461,PLANT01,1696864
462,PLANT01,1697127
463,PLANT01,1697128
464,PLANT01,1697143
465,PLANT01,1697147
466,PLANT01,1697243
467,PLANT01,1697252
468,PLANT01,1697428
469,PLANT01,1697429
470,PLANT01,1697434
471,PLANT01,1697521
472,PLANT01,1697522
473,PLANT01,1697523
474,PLANT01,1697524
475,PLANT01,1697526
476,PLANT01,1697628
477,PLANT01,1698320
478,PLANT01,1698654
479,PLANT01,1698657
480,PLANT01,1698748
481,PLANT01,1698749
482,PLANT01,1700135
483,PLANT01,1700263
484,PLANT01,1700304
485,PLANT01,1700305
486,PLANT01,1700306
487,PLANT01,1700307
488,PLANT01,1700308
489,PLANT01,1700309
490,PLANT01,1701317
491,PLANT01,1701319
492,PLANT01,1701320
493,PLANT01,1701324
494,PLANT01,1701546
495,PLANT01,1701550
496,PLANT06,1683294
497,PLANT06,1683354
498,PLANT06,1683361
499,PLANT06,1683365
500,PLANT06,1683760
501,PLANT06,1683769
502,PLANT06,1683795
503,PLANT06,1684637
504,PLANT06,1684644
505,PLANT06,1684646
506,PLANT06,1684649
507,PLANT06,1684717
508,PLANT06,1684722
509,PLANT06,1684724
510,PLANT06,1684725
511,PLANT06,1684728
512,PLANT06,1684752
513,PLANT06,1685107
514,PLANT06,1686209
515,PLANT06,1687191
516,PLANT06,1687643
517,PLANT06,1688695
518,PLANT06,1688750
519,PLANT06,1690006
520,PLANT06,1692113
521,PLANT06,1692277
522,PLANT10,1672344
523,PLANT10,1672986
524,PLANT10,1680674
525,PLANT10,1680684
526,PLANT10,1680697
527,PLANT10,1680699
528,PLANT10,1680742
529,PLANT10,1681878
530,PLANT10,1681880
531,PLANT10,1681883
532,PLANT10,1682651
533,PLANT10,1682709
534,PLANT10,1682769
535,PLANT10,1682778
536,PLANT10,1682787
537,PLANT10,1682805
538,PLANT10,1682832
539,PLANT10,1682853
540,PLANT10,1682859
541,PLANT10,1683134
542,PLANT10,1683293
543,PLANT10,1683294
544,PLANT10,1683354
545,PLANT10,1683356
546,PLANT10,1683357
547,PLANT10,1683359
548,PLANT10,1683361
549,PLANT10,1683365
550,PLANT10,1683392
551,PLANT10,1683403
552,PLANT10,1683407
553,PLANT10,1683409
554,PLANT10,1683417
555,PLANT10,1683419
556,PLANT10,1683426
557,PLANT10,1683432
558,PLANT10,1683523
559,PLANT10,1683525
560,PLANT10,1683527
561,PLANT10,1683528
562,PLANT10,1683531
563,PLANT10,1683739
564,PLANT10,1683760
565,PLANT10,1683769
566,PLANT10,1683773
567,PLANT10,1683802
568,PLANT10,1683808
569,PLANT10,1684636
570,PLANT10,1684637
571,PLANT10,1684644
572,PLANT10,1684645
573,PLANT10,1684646
574,PLANT10,1684649
575,PLANT10,1684659
576,PLANT10,1684668
577,PLANT10,1684669
578,PLANT10,1684717
579,PLANT10,1684722
580,PLANT10,1684724
581,PLANT10,1684725
582,PLANT10,1684728
583,PLANT10,1684730
584,PLANT10,1684740
585,PLANT10,1684743
586,PLANT10,1684767
587,PLANT10,1684768
588,PLANT10,1684771
589,PLANT10,1684772
590,PLANT10,1684773
591,PLANT10,1685107
592,PLANT10,1687191
593,PLANT10,1688285
594,PLANT10,1688288
595,PLANT10,1688290
596,PLANT10,1688292
597,PLANT10,1688294
598,PLANT10,1688571
599,PLANT10,1688575
600,PLANT10,1688587
601,PLANT10,1688589
602,PLANT10,1688610
603,PLANT10,1688621
604,PLANT10,1688629
605,PLANT10,1688633
606,PLANT10,1688695
607,PLANT10,1688746
608,PLANT10,1688750
609,PLANT10,1689543
610,PLANT10,1689544
611,PLANT10,1689545
612,PLANT10,1689546
613,PLANT10,1689547
614,PLANT10,1689548
615,PLANT10,1689549
616,PLANT10,1689550
617,PLANT10,1689551
618,PLANT10,1689780
619,PLANT10,1689781
620,PLANT10,1689782
621,PLANT10,1689783
622,PLANT10,1689784
623,PLANT10,1689785
624,PLANT10,1690001
625,PLANT10,1690006
626,PLANT10,1690616
627,PLANT10,1690619
628,PLANT10,1690621
629,PLANT10,1690627
630,PLANT10,1690628
631,PLANT10,1690630
632,PLANT10,1690634
633,PLANT10,1691544
634,PLANT10,1691546
635,PLANT10,1691548
636,PLANT10,1691700
637,PLANT10,1691701
638,PLANT10,1692056
639,PLANT10,1692113
640,PLANT10,1692277
641,PLANT10,1695345
642,PLANT10,1695348
643,PLANT07,1663140
644,PLANT07,1672343
645,PLANT07,1672344
646,PLANT07,1672345
647,PLANT07,1672347
648,PLANT07,1672986
649,PLANT07,1681878
650,PLANT07,1681880
651,PLANT07,1681883
652,PLANT07,1681884
653,PLANT07,1681885
654,PLANT07,1681888
655,PLANT07,1681890
656,PLANT07,1681895
657,PLANT07,1681897
658,PLANT07,1681898
659,PLANT07,1683709
660,PLANT07,1683710
661,PLANT07,1691700
662,PLANT07,1691701
663,PLANT07,1696254
664,PLANT07,1696255
665,PLANT07,1696256
666,PLANT07,1696258
667,PLANT07,1696259
668,PLANT07,1696260
669,PLANT07,1696261
670,PLANT07,1696262
671,PLANT07,1696263
672,CND9,1698759
673,PLANT14,1670498
674,PLANT14,1685171
675,PLANT14,1700693
676,PLANT16,1666985
677,PLANT16,1668039
678,PLANT16,1668350
679,PLANT16,1668351
680,PLANT16,1668369
681,PLANT16,1668382
682,PLANT16,1668792
683,PLANT16,1669083
684,PLANT16,1672228
685,PLANT16,1673716
686,PLANT16,1673774
687,PLANT16,1677250
688,PLANT16,1677251
689,PLANT16,1677256
690,PLANT16,1677271
691,PLANT16,1677317
692,PLANT16,1677324
693,PLANT16,1677326
694,PLANT16,1677328
695,PLANT16,1677347
696,PLANT16,1677348
697,PLANT16,1677350
698,PLANT16,1677472
699,PLANT16,1677485
700,PLANT16,1677488
701,PLANT16,1677501
702,PLANT16,1677504
703,PLANT16,1679111
704,PLANT16,1679999
705,PLANT16,1683624
706,PLANT16,1684319
707,PLANT16,1684569
708,PLANT16,1685167
709,PLANT16,1685170
710,PLANT16,1685173
711,PLANT16,1685174
712,PLANT16,1686433
713,PLANT16,1686434
714,PLANT16,1686435
715,PLANT16,1686673
716,PLANT16,1687626
717,PLANT16,1687629
718,PLANT16,1687631
719,PLANT16,1687632
720,PLANT16,1687713
721,PLANT16,1687734
722,PLANT16,1688035
723,PLANT16,1688768
724,PLANT16,1688778
725,PLANT16,1688781
726,PLANT16,1688868
727,PLANT16,1688924
728,PLANT16,1688929
729,PLANT16,1689162
730,PLANT16,1689539
731,PLANT16,1689637
732,PLANT16,1689639
733,PLANT16,1689641
734,PLANT16,1690315
735,PLANT16,1690321
736,PLANT16,1691393
737,PLANT16,1691461
738,PLANT16,1692656
739,PLANT16,1692708
740,PLANT16,1692722
741,PLANT16,1692723
742,PLANT16,1692724
743,PLANT16,1692729
744,PLANT16,1692731
745,PLANT16,1692737
746,PLANT16,1693035
747,PLANT16,1694775
748,PLANT16,1694777
749,PLANT16,1694780
750,PLANT16,1694783
751,PLANT16,1694812
752,PLANT16,1695949
753,PLANT16,1695953
754,PLANT16,1696356
755,PLANT16,1696532
756,PLANT16,1696533
757,PLANT16,1696572
758,PLANT16,1696573
759,PLANT16,1696574
760,PLANT16,1696575
761,PLANT16,1696638
762,PLANT16,1696640
763,PLANT16,1696798
764,PLANT16,1696799
765,PLANT16,1697181
766,PLANT16,1697212
767,PLANT16,1697317
768,PLANT16,1697883
769,PLANT16,1697884
770,PLANT16,1698758
771,PLANT16,1698759
772,PLANT16,1699215
773,PLANT16,1699224
774,PLANT16,1699336
775,PLANT16,1699337
776,PLANT16,1699615
777,PLANT16,1699620
778,PLANT16,1699624
779,PLANT16,1699630
780,PLANT16,1699757
781,PLANT16,1700035
782,PLANT16,1700106
783,PLANT16,1700371
784,PLANT16,1700380
785,PLANT16,1701418
786,PLANT16,1702652
787,PLANT16,1702653
788,PLANT16,1702654
789,PLANT12,1617714
790,PLANT12,1617826
791,PLANT12,1621717
792,PLANT12,1621719
793,PLANT12,1637055
794,PLANT12,1650400
795,PLANT12,1650404
796,PLANT12,1650715
797,PLANT12,1655985
798,PLANT12,1656944
799,PLANT12,1656969
800,PLANT12,1657013
801,PLANT12,1661119
802,PLANT12,1666957
803,PLANT12,1666958
804,PLANT12,1666959
805,PLANT12,1666961
806,PLANT12,1666990
807,PLANT12,1666992
808,PLANT12,1666994
809,PLANT12,1671246
810,PLANT12,1671247
811,PLANT12,1671248
812,PLANT12,1674635
813,PLANT12,1675810
814,PLANT12,1677229
815,PLANT12,1679991
816,PLANT12,1680245
817,PLANT12,1680246
818,PLANT12,1680249
819,PLANT12,1681687
820,PLANT12,1681688
821,PLANT12,1681699
822,PLANT12,1681700
823,PLANT12,1681701
824,PLANT12,1682594
825,PLANT12,1682914
826,PLANT12,1682959
827,PLANT12,1683387
828,PLANT12,1685321
829,PLANT12,1685329
830,PLANT12,1685330
831,PLANT12,1685332
832,PLANT12,1685333
833,PLANT12,1685952
834,PLANT12,1685963
835,PLANT12,1686657
836,PLANT12,1686762
837,PLANT12,1686764
838,PLANT12,1687353
839,PLANT12,1687354
840,PLANT12,1689457
841,PLANT12,1689460
842,PLANT12,1689461
843,PLANT12,1696476
844,PLANT12,1697781
845,PLANT12,1702224
846,PLANT11,1680697
847,PLANT11,1680742
848,PLANT11,1682651
849,PLANT11,1682709
850,PLANT11,1682712
851,PLANT11,1682715
852,PLANT11,1682757
853,PLANT11,1682760
854,PLANT11,1682763
855,PLANT11,1682769
856,PLANT11,1682778
857,PLANT11,1682787
858,PLANT11,1682790
859,PLANT11,1682793
860,PLANT11,1682796
861,PLANT11,1682799
862,PLANT11,1682802
863,PLANT11,1682805
864,PLANT11,1682832
865,PLANT11,1682835
866,PLANT11,1682853
867,PLANT11,1682859
868,PLANT11,1682869
869,PLANT11,1683146
870,PLANT11,1683354
871,PLANT11,1683361
872,PLANT11,1683392
873,PLANT11,1683403
874,PLANT11,1683407
875,PLANT11,1683409
876,PLANT11,1683417
877,PLANT11,1683419
878,PLANT11,1683426
879,PLANT11,1683432
880,PLANT11,1683749
881,PLANT11,1683760
882,PLANT11,1683769
883,PLANT11,1683795
884,PLANT11,1684644
885,PLANT11,1684645
886,PLANT11,1684646
887,PLANT11,1684649
888,PLANT11,1684722
889,PLANT11,1684724
890,PLANT11,1684725
891,PLANT11,1684728
892,PLANT11,1684730
893,PLANT11,1684740
894,PLANT11,1684743
895,PLANT11,1684752
896,PLANT11,1684767
897,PLANT11,1684768
898,PLANT11,1684771
899,PLANT11,1684772
900,PLANT11,1684773
901,PLANT11,1685107
902,PLANT11,1686754
903,PLANT11,1686756
904,PLANT11,1686758
905,PLANT11,1687191
906,PLANT11,1688285
907,PLANT11,1688288
908,PLANT11,1688290
909,PLANT11,1688292
910,PLANT11,1688294
911,PLANT11,1688571
912,PLANT11,1688575
913,PLANT11,1688587
914,PLANT11,1688589
915,PLANT11,1688610
916,PLANT11,1688621
917,PLANT11,1688629
918,PLANT11,1688633
919,PLANT11,1689543
920,PLANT11,1689544
921,PLANT11,1689545
922,PLANT11,1689546
923,PLANT11,1689547
924,PLANT11,1689548
925,PLANT11,1689549
926,PLANT11,1689550
927,PLANT11,1689551
928,PLANT11,1689780
929,PLANT11,1689781
930,PLANT11,1689782
931,PLANT11,1689783
932,PLANT11,1689784
933,PLANT11,1689785
934,PLANT11,1690614
935,PLANT11,1690616
936,PLANT11,1690621
937,PLANT11,1690627
938,PLANT11,1690628
939,PLANT11,1690630
940,PLANT11,1690634
941,PLANT11,1691546
942,PLANT09,1687774
943,PLANT09,1692333
944,PLANT09,1692899
945,PLANT09,1695687
946,PLANT09,1695862
947,PLANT09,1699369
948,PLANT09,1699540
949,PLANT09,1699670
950,PLANT03,1613321
951,PLANT03,1615677
952,PLANT03,1620510
953,PLANT03,1620552
954,PLANT03,1622685
955,PLANT03,1623991
956,PLANT03,1629341
957,PLANT03,1634730
958,PLANT03,1635497
959,PLANT03,1635536
960,PLANT03,1636236
961,PLANT03,1636295
962,PLANT03,1636782
963,PLANT03,1639636
964,PLANT03,1641237
965,PLANT03,1642993
966,PLANT03,1643056
967,PLANT03,1643057
968,PLANT03,1644050
969,PLANT03,1644062
970,PLANT03,1644200
971,PLANT03,1644308
972,PLANT03,1645070
973,PLANT03,1646909
974,PLANT03,1649002
975,PLANT03,1649007
976,PLANT03,1649008
977,PLANT03,1650568
978,PLANT03,1650571
979,PLANT03,1650586
980,PLANT03,1650685
981,PLANT03,1650880
982,PLANT03,1650904
983,PLANT03,1650905
984,PLANT03,1651126
985,PLANT03,1651298
986,PLANT03,1651299
987,PLANT03,1651302
988,PLANT03,1651350
989,PLANT03,1651366
990,PLANT03,1651377
991,PLANT03,1651933
992,PLANT03,1652080
993,PLANT03,1652499
994,PLANT03,1652538
995,PLANT03,1652604
996,PLANT03,1652611
997,PLANT03,1652615
998,PLANT03,1652630
999,PLANT03,1652644
1000,PLANT03,1653584
1001,PLANT03,1653588
1002,PLANT03,1654251
1003,PLANT03,1654497
1004,PLANT03,1654498
1005,PLANT03,1654619
1006,PLANT03,1654621
1007,PLANT03,1654622
1008,PLANT03,1654623
1009,PLANT03,1654766
1010,PLANT03,1655373
1011,PLANT03,1655723
1012,PLANT03,1655754
1013,PLANT03,1655818
1014,PLANT03,1655982
1015,PLANT03,1656246
1016,PLANT03,1656347
1017,PLANT03,1656348
1018,PLANT03,1656350
1019,PLANT03,1656353
1020,PLANT03,1656839
1021,PLANT03,1657063
1022,PLANT03,1657064
1023,PLANT03,1657437
1024,PLANT03,1657474
1025,PLANT03,1657475
1026,PLANT03,1658528
1027,PLANT03,1658532
1028,PLANT03,1660152
1029,PLANT03,1660153
1030,PLANT03,1660530
1031,PLANT03,1660551
1032,PLANT03,1660563
1033,PLANT03,1660577
1034,PLANT03,1660578
1035,PLANT03,1660579
1036,PLANT03,1660580
1037,PLANT03,1660583
1038,PLANT03,1660585
1039,PLANT03,1660668
1040,PLANT03,1660673
1041,PLANT03,1660677
1042,PLANT03,1660885
1043,PLANT03,1660897
1044,PLANT03,1661098
1045,PLANT03,1661099
1046,PLANT03,1662238
1047,PLANT03,1662274
1048,PLANT03,1662317
1049,PLANT03,1662395
1050,PLANT03,1662551
1051,PLANT03,1662552
1052,PLANT03,1662554
1053,PLANT03,1662991
1054,PLANT03,1663337
1055,PLANT03,1663341
1056,PLANT03,1663347
1057,PLANT03,1663396
1058,PLANT03,1664051
1059,PLANT03,1664061
1060,PLANT03,1664067
1061,PLANT03,1664069
1062,PLANT03,1664245
1063,PLANT03,1664246
1064,PLANT03,1664247
1065,PLANT03,1664250
1066,PLANT03,1664251
1067,PLANT03,1664254
1068,PLANT03,1664255
1069,PLANT03,1664257
1070,PLANT03,1664258
1071,PLANT03,1664260
1072,PLANT03,1664346
1073,PLANT03,1666295
1074,PLANT03,1666317
1075,PLANT03,1666396
1076,PLANT03,1666441
1077,PLANT03,1666443
1078,PLANT03,1666466
1079,PLANT03,1666470
1080,PLANT03,1666507
1081,PLANT03,1666519
1082,PLANT03,1666524
1083,PLANT03,1666954
1084,PLANT03,1667126
1085,PLANT03,1667817
1086,PLANT03,1667927
1087,PLANT03,1667934
1088,PLANT03,1668094
1089,PLANT03,1668097
1090,PLANT03,1668099
1091,PLANT03,1668127
1092,PLANT03,1668128
1093,PLANT03,1668189
1094,PLANT03,1668343
1095,PLANT03,1668344
1096,PLANT03,1668345
1097,PLANT03,1668346
1098,PLANT03,1668347
1099,PLANT03,1668362
1100,PLANT03,1668421
1101,PLANT03,1668492
1102,PLANT03,1668496
1103,PLANT03,1668545
1104,PLANT03,1668547
1105,PLANT03,1668550
1106,PLANT03,1668554
1107,PLANT03,1668555
1108,PLANT03,1668557
1109,PLANT03,1668606
1110,PLANT03,1668607
1111,PLANT03,1668608
1112,PLANT03,1668609
1113,PLANT03,1668612
1114,PLANT03,1668639
1115,PLANT03,1669409
1116,PLANT03,1669584
1117,PLANT03,1669685
1118,PLANT03,1669701
1119,PLANT03,1669702
1120,PLANT03,1670203
1121,PLANT03,1670215
1122,PLANT03,1671416
1123,PLANT03,1671426
1124,PLANT03,1671461
1125,PLANT03,1671807
1126,PLANT03,1671819
1127,PLANT03,1671832
1128,PLANT03,1671833
1129,PLANT03,1671834
1130,PLANT03,1671836
1131,PLANT03,1671906
1132,PLANT03,1671939
1133,PLANT03,1671942
1134,PLANT03,1671945
1135,PLANT03,1671951
1136,PLANT03,1671955
1137,PLANT03,1671966
1138,PLANT03,1671988
1139,PLANT03,1671997
1140,PLANT03,1672000
1141,PLANT03,1672003
1142,PLANT03,1672006
1143,PLANT03,1672028
1144,PLANT03,1672034
1145,PLANT03,1672049
1146,PLANT03,1672052
1147,PLANT03,1672085
1148,PLANT03,1672088
1149,PLANT03,1672091
1150,PLANT03,1672104
