Date,AAPL,AMZN,BRK-B,DIS,GOOGL,HD,JNJ,JPM,MA,META,MSFT,NVDA,PG,V,WMT
2021-10-12,-0.00914473295588003,0.0003172241904456641,-0.00825667315591172,-0.0022501055467740727,-0.017904091152948,0.0024600969351951107,-0.01610399383305694,-0.007710826565991091,-0.0052274331828998655,-0.005175524291604283,-0.004598951217460012,-0.0011602673927972873,-0.001476523408510566,-0.004720122915529146,-0.0010755146201004706
2021-10-13,-0.0042488066521002565,0.011314351840535863,-0.002587513967624133,-0.0009823928857874975,0.00826915230259484,0.0014197987037878335,0.009530336746387924,-0.02672070567215723,-0.008695931127744139,0.0023754682057708365,0.011643272143589734,0.012881658342948299,0.002319370359085582,-0.007121944164944161,-0.007272989307053557
2021-10-14,0.020023688257178485,0.00473254305896198,0.013368396876677124,0.008348477569352752,0.02561013794228284,0.016913136465784184,0.0056996823406976205,0.015225237192778351,0.006492639463635541,0.012219332799402238,0.021501280296039482,0.0378163926952082,0.011239671278697294,0.01215289032328748,0.010782280627927854
2021-10-15,0.007484407238621316,0.03254486320029404,0.009083659804694832,0.011685389563781179,0.0015361464827883253,0.01831697433950019,0.00740500058150495,0.019026128939905185,0.032604477231023665,-0.011541676175597537,0.0048105834303635575,0.005320036931448335,0.0025653748609366644,0.025474382727574074,0.004849967339228378
2021-10-18,0.01173697155584641,0.011004005769470915,-0.005716300505764771,-0.03061232841796624,0.009924582819692773,0.013042119412309816,-0.007342613161847922,-0.00036013764244469115,0.0068304525528031235,0.03205845352454695,0.010073702354836733,0.016332991079582193,-0.014507331473772922,-0.0014731330786377228,0.008007374519572785
2021-10-19,0.014967527672921754,-0.0007517249304829221,0.007895392964861081,0.00023366024329085633,0.003209622074417773,0.008359054716717829,0.023150067890425063,0.012055671720237804,0.010159202556781821,0.01377124510062,0.0030543774433997584,0.0030551135667433726,-0.01187269449602546,0.012366315735031996,0.021022723354771955
2021-10-20,0.0033554193032729884,-0.008482066989621728,0.009295579129274145,-0.0036870649085321006,-0.010301645009573868,0.0006702029833745016,-0.0005494596683943698,0.013376210103271724,-0.014829092613215522,0.002320927515312654,-0.0026638788811803593,-0.008424643511560248,0.0039024501196847083,-0.009033481236966345,0.009013124694931207
2021-10-21,0.0014729285734889075,0.005824760045405775,-0.0023331762182001725,0.004621338404270148,0.0008249768322130535,0.017680338228224457,-0.002322924425785189,-0.007874512838506043,-0.0015707368542212663,0.0032227083750502317,0.010838642712793778,0.02629915502962543,-0.007222957812406783,-0.005111972350133165,0.005532671920755128
2021-10-22,-0.005298798431469187,-0.02938229613638743,0.008401892706691783,-0.011269036966929491,-0.030916508870712178,0.0037502674643823397,0.0019565157890832907,0.013361718435726644,0.006882150879338411,-0.051835395953107266,-0.005162012537327065,0.0014972185563291163,0.01070851505558057,0.004290646832018297,0.010367495553701644
2021-10-25,-0.0003365281708793688,-0.0045613770860821745,0.0035203471429223754,0.015171754527534276,-0.0008689870345817141,0.014296717656324454,0.0021965388856424184,-0.004902051283663944,0.006087389983633784,0.012490648130119908,-0.0033371387859171264,0.019175955535539302,0.00014197040948360495,0.011395407848931782,0.011528473816857066
2021-10-26,0.0045646033201700575,0.016636110939322712,0.0020305846552464146,0.00017438616734377632,0.013452480530521171,-0.005564003959839248,0.010126480840901841,0.0026871760127686883,-0.009858361029052354,-0.039974305556344625,0.006405095598112531,0.06480549688692516,0.014099468313970576,-0.00884699807508671,-0.008768194294505705
2021-10-27,-0.0031526099552880993,0.004851848967382111,-0.010611396248389582,-0.014579082319690073,0.048404316766742284,0.008414988478353536,-0.01220090139550134,-0.021048268128193826,-0.0623542914090498,-0.011432687762452431,0.04125166954612247,-0.010820048894349732,-0.007166024071180388,-0.07170192377865092,-0.00823541122528848
2021-10-28,0.02468446034067817,0.015815426966205415,0.0067186484470358465,0.0007663805207256402,-0.0025233976109406697,-0.0020162767964908568,-0.005450087075069554,0.014962249665468441,-0.00804499284362059,0.014941347028242902,0.0036446528431186564,0.019841795443045207,0.005975265884161196,-0.027914059557668125,0.0062164400978819145
2021-10-29,-0.01832249470656855,-0.021745984346715375,-0.00939785115694658,-0.0036013934220315846,0.014951238503363662,0.00045729980155506667,0.00018419981161255095,-0.002762660764247471,0.007448980751326495,0.02076607801017527,0.022166613364951182,0.024789593524250364,0.002170536717441607,0.009155446127296685,0.006512862009872222
2021-11-01,-0.005623149918512205,-0.016238229093382905,-0.00268650674007187,0.006602600682263038,-0.031208984364225145,-0.014250732230395968,0.0008590190053245905,-0.0005297741340175577,-0.004390888692166861,0.019616583380527075,-0.0068080547766333765,0.010117877463882152,-0.0024510799976349418,0.003252991431525132,0.002473172840928406
2021-11-02,0.0070906693857253345,-0.001616715961798576,0.0058867839566074665,-0.002117526853396612,0.013397940493939053,0.0022078251269253,0.01564187399776351,0.003938098497441089,-0.016814431473748392,-0.005774639701647821,0.011351144095503862,0.021981574253207903,0.009906060331670297,-0.01574991222921973,-0.000467190001529616
2021-11-03,0.00975101673193901,0.02127978196929181,0.0027399949624120623,0.001470977861112388,0.007982168054925687,0.004563647561671935,-0.003205745815349381,0.0003517625574387395,0.0028877855763873583,0.010732280193535892,0.0026080805874526547,0.007434041292849969,0.006848677815093573,-0.004985013012644757,0.0030674801451144873
2021-11-04,-0.0035047505102490106,0.027111464426082144,-0.0035738445517807804,0.00117520843167096,0.011323891182488666,0.008662142321089306,-0.002790663387514769,-0.013222483696955223,0.018049273057045845,0.012674929537104695,0.0072790080337474805,0.11370610104000356,0.001859739506589797,0.0032622337732961526,0.007298172469009323
