Date,FCN,CNN,LSTM
2013-10-14,0.0,0.0,0.0
2013-10-15,-0.0009366170452674,0.2988560529648012,0.011330123259020906
2013-10-16,0.008593521966361,-0.4757093000682744,-0.019412578279634846
2013-10-17,0.005585665330317,-0.1746409313611843,-0.0002132705018609276
2013-10-18,0.0033437460500084,-0.06637103590352275,0.00414826193871414
2013-10-21,-0.0018569264110652,0.018320721458368532,0.001393166279667444
2013-10-22,0.0070464826579818,0.02567042833058392,0.012705607186217608
2013-10-23,-0.0005537784904312,0.013458017521980755,-0.005536751738421654
2013-10-24,-0.000742213566779,-0.03305864417095661,-0.0016824055644093618
2013-10-25,0.000742213566779,-0.016736447127523927,0.001747931269733926
2013-10-28,-0.000927810004036,0.03333414470977549,0.008447235465804507
2013-10-29,0.0024087115959314,0.01497004396407085,0.009652649175181428
2013-10-30,-0.0037054840678062,0.03547761553792422,0.00012544369264627824
2013-10-31,0.00018571680886658728,0.014598660855593066,-0.0016269515201678664
2013-11-01,-0.0048337084314376,-0.06955940034340045,-0.014807079347716601
2013-11-04,0.002046685559895,-0.053417815108453795,-0.00537446760510269
2013-11-05,-0.0059594577771822,0.05191133290777976,0.006457791635335111
2013-11-06,0.0031692689480794,-0.09253776497045411,-0.016796277578367515
2013-11-07,0.0014881755887898,0.18674198921730217,0.02224011755098152
2013-11-08,-0.0125056651998676,-0.15076142633486958,-0.017566034900001935
2013-11-11,-0.0011247581145922,-0.05820306839883925,-0.010721678354102147
2013-11-12,-0.0007486738758082,0.04576136018162124,0.007280899555234723
2013-11-13,0.005240830641835,-0.04735805090425785,0.0008372122507046484
2013-11-14,0.0061586359632208,-0.024106450162102656,0.0015641490116553494
2013-11-15,0.0005597425220962,-0.029316536164421984,-0.0014183575637517296
2013-11-18,0.0039076792774892,0.14399270051245824,0.028353990454428584
2013-11-19,-0.0053994674548362,0.04379185203199293,0.0066405582325228755
2013-11-20,-0.005600869250335,0.0014929862904598048,-0.004000223683606326
2013-11-21,0.0020563985483866,-0.11361454764855358,-0.012408970405325985
2013-11-22,0.002798702405542,-0.06421091097107359,-0.007204432955313889
2013-11-25,0.0014919824289698,0.08464332686198571,0.018420529844496537
2013-11-26,0.000559251814824,0.0031250721150410184,0.001962939139913633
2013-11-27,0.0009305335203996,0.026367054687859992,0.010009366281921197
2013-11-29,0.0007444767253498,0.10797228580497581,0.023962797126223873
2013-12-02,-0.0076049547502082,0.07591312204135704,0.014481404885298543
2013-12-03,0.0024332755155142,0.04447725358611667,0.005660640073931681
2013-12-04,-0.0052434106376074,0.020512948165855915,0.0021803650832826487
2013-12-05,-0.0043164843832794,0.051043753421179935,0.005612980540553379
2013-12-06,0.003379439905414,-0.17885133696030958,-0.01874326517007241
2013-12-09,0.0024352941305404,-0.04399007157146328,-0.004669359743600494
2013-12-10,0.0031825738925962,0.06131868342460591,0.007948897960870243
2013-12-11,-0.0031825738925962,0.20611475623112363,0.024906288196781236
2013-12-12,-0.0029979861875712,0.015503938803165076,-0.0006574754450238349
2013-12-13,0.0009365810980508,0.028115512935986478,0.004790063709400131
2013-12-16,0.0015004875380436,0.03397382101037403,0.015345102693384158
2013-12-17,0.0033696750174864,0.022332539622739928,-0.0012739333500024915
